Orthogroup	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1	Total
OG0000397	1	2	1	1	1	1	1	1	1	1	1	2	14
OG0000398	1	1	1	2	1	1	1	2	1	1	1	1	14
OG0000399	1	1	1	1	1	1	1	2	1	1	1	2	14
OG0000400	2	1	1	1	1	1	1	1	1	1	1	2	14
OG0000401	1	1	2	2	1	1	1	1	1	1	1	1	14
OG0000402	1	2	2	1	0	3	0	0	0	1	3	1	14
OG0000403	1	1	1	1	1	1	1	1	1	1	3	1	14
OG0000404	1	1	1	1	1	1	1	1	2	1	2	1	14
OG0000405	1	0	0	0	0	1	4	2	2	1	1	2	14
OG0000406	1	2	2	1	1	2	1	1	1	0	1	1	14
OG0000407	1	1	1	0	1	3	2	1	1	1	1	1	14
OG0000408	1	1	1	1	1	2	1	1	1	1	1	2	14
OG0000409	1	1	2	2	1	1	1	1	1	1	1	1	14
OG0000410	1	2	1	2	1	1	1	1	1	1	1	1	14
OG0000411	1	0	1	0	1	3	1	1	1	1	1	3	14
OG0000412	1	0	1	2	0	1	1	0	2	2	2	2	14
OG0000413	1	1	1	1	1	2	2	1	1	1	1	1	14
OG0000414	1	2	1	1	1	1	1	1	1	2	1	1	14
OG0000415	1	2	1	0	1	1	1	1	1	1	1	3	14
OG0000416	1	0	0	0	1	4	2	0	2	0	4	0	14
OG0000417	1	2	1	1	0	2	4	0	1	0	0	2	14
OG0000418	1	1	1	1	1	2	1	2	1	1	1	1	14
OG0000419	1	1	1	1	1	1	1	1	2	1	2	1	14
OG0000420	1	1	1	1	2	1	1	2	0	2	1	1	14
OG0000421	2	0	1	0	0	0	1	1	4	1	3	1	14
OG0000422	2	1	1	1	1	1	1	1	2	1	2	0	14
OG0000423	1	1	2	1	1	1	1	1	1	1	2	1	14
OG0000424	2	1	2	2	1	2	1	0	1	1	0	1	14
OG0000425	1	1	1	2	1	2	1	1	1	1	1	1	14
OG0000426	2	1	1	1	1	1	1	1	1	1	1	2	14
OG0000427	1	2	1	1	1	2	1	1	1	1	1	1	14
OG0000428	1	1	1	1	1	1	1	1	1	1	3	1	14
OG0000429	2	1	1	1	1	1	1	1	1	1	2	1	14
OG0000430	0	4	2	2	1	1	1	0	0	0	3	0	14
OG0000431	0	2	2	1	0	3	3	0	1	1	1	0	14
OG0000432	0	1	2	1	0	3	5	0	0	0	2	0	14
OG0000433	0	1	1	1	1	2	2	1	2	1	1	1	14
OG0000434	0	1	2	2	0	2	3	1	1	0	1	1	14
OG0000435	0	1	1	0	2	1	1	2	1	1	1	3	14
OG0000436	0	3	1	0	0	1	0	0	4	3	1	1	14
OG0000437	0	2	3	1	0	3	3	1	0	0	0	1	14
OG0000438	0	1	1	1	1	2	2	2	2	1	1	0	14
OG0000439	0	1	1	1	1	2	1	2	2	1	1	1	14
OG0000440	0	1	1	1	1	3	3	1	1	1	1	0	14
OG0000441	0	1	3	1	1	4	1	1	1	1	0	0	14
OG0000442	0	1	1	4	0	1	2	0	1	1	3	0	14
OG0000443	0	1	1	1	1	2	2	1	1	1	2	1	14
OG0000444	0	1	1	1	1	1	1	1	1	1	1	4	14
OG0000445	0	1	1	1	1	2	5	1	0	1	1	0	14
OG0000446	0	1	1	3	0	1	0	1	3	2	1	1	14
OG0000447	0	1	3	1	2	1	1	1	2	1	1	0	14
OG0000448	0	1	1	1	1	2	1	1	2	3	1	0	14
OG0000449	0	1	1	0	2	3	3	1	0	1	1	1	14
OG0000450	0	1	0	0	12	0	0	0	0	0	0	1	14
OG0000451	0	0	2	2	2	1	1	0	2	4	0	0	14
OG0000452	0	0	2	0	0	4	2	0	1	1	1	3	14
OG0000453	0	0	1	1	0	2	3	0	4	1	0	2	14
OG0000454	0	0	0	1	0	0	0	0	2	2	9	0	14
OG0000455	0	0	0	0	14	0	0	0	0	0	0	0	14
OG0000456	0	0	0	0	14	0	0	0	0	0	0	0	14
OG0000457	2	1	1	1	1	1	2	0	1	1	1	1	13
OG0000458	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000459	1	1	1	1	1	2	1	1	1	1	1	1	13
OG0000460	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000461	1	1	2	1	1	1	1	1	1	1	1	1	13
OG0000462	3	1	1	1	1	1	1	1	0	1	1	1	13
OG0000463	1	1	1	1	1	1	1	1	2	1	1	1	13
OG0000464	1	0	1	1	2	1	1	0	3	1	0	2	13
OG0000465	1	1	1	1	1	1	2	0	1	3	1	0	13
OG0000466	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000467	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000468	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000469	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000470	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000471	1	1	1	1	1	1	2	1	1	1	1	1	13
OG0000472	1	1	1	1	1	1	1	1	2	1	1	1	13
OG0000473	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000474	1	1	1	2	1	1	1	1	0	1	1	2	13
OG0000475	1	1	1	0	1	2	2	1	1	1	1	1	13
OG0000476	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000477	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000478	1	2	1	1	1	1	1	1	1	1	1	1	13
OG0000479	1	1	1	1	1	1	1	1	1	2	1	1	13
OG0000480	1	1	1	1	1	1	1	1	1	2	1	1	13
OG0000481	2	1	1	1	0	1	1	0	1	1	2	2	13
OG0000482	2	1	1	1	0	1	1	1	1	1	1	2	13
OG0000483	7	0	0	0	1	2	1	0	1	0	1	0	13
OG0000484	1	1	1	0	1	1	1	1	1	1	1	3	13
OG0000485	1	1	1	1	1	1	1	1	1	2	1	1	13
OG0000486	1	1	1	2	1	1	1	1	1	1	1	1	13
OG0000487	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000488	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000489	1	1	1	2	1	1	1	1	1	1	1	1	13
OG0000490	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000491	1	1	1	1	2	1	1	1	1	1	1	1	13
OG0000492	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000493	1	1	1	1	1	1	1	1	1	2	1	1	13
OG0000494	1	1	1	1	1	2	1	0	2	1	1	1	13
OG0000495	1	1	1	2	1	1	1	1	1	1	1	1	13
OG0000496	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000497	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000498	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000499	1	2	2	1	1	2	2	0	0	0	1	1	13
OG0000500	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000501	1	2	1	1	2	1	0	1	1	1	0	2	13
OG0000502	1	1	1	1	1	2	1	1	1	1	1	1	13
OG0000503	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000504	1	2	1	1	1	1	1	1	1	1	1	1	13
OG0000505	1	1	2	1	1	1	1	1	1	1	1	1	13
OG0000506	1	2	2	1	0	1	1	1	1	1	1	1	13
OG0000507	1	1	1	1	1	1	1	1	1	2	1	1	13
OG0000508	1	2	1	2	1	1	1	1	0	1	1	1	13
OG0000509	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000510	1	1	1	1	1	2	1	1	1	1	1	1	13
OG0000511	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000512	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000513	1	1	1	0	1	2	2	1	1	1	1	1	13
OG0000514	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000515	1	2	1	1	1	2	1	1	1	0	1	1	13
OG0000516	1	1	2	1	1	1	1	1	1	1	1	1	13
OG0000517	1	2	1	1	1	1	3	0	1	1	1	0	13
OG0000518	2	1	1	0	1	1	2	0	0	2	2	1	13
OG0000519	3	1	1	1	0	1	0	0	1	1	3	1	13
OG0000520	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000521	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000522	1	1	1	1	2	1	1	1	1	1	1	1	13
OG0000523	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000524	2	1	1	1	0	1	1	1	1	1	1	2	13
OG0000525	1	1	1	2	1	2	1	1	0	0	1	2	13
OG0000526	1	1	1	1	1	2	1	1	1	1	1	1	13
OG0000527	1	1	1	1	1	1	1	1	0	1	2	2	13
OG0000528	3	2	1	1	1	1	1	0	0	1	0	2	13
OG0000529	1	1	1	2	1	1	1	0	1	1	2	1	13
OG0000530	1	1	2	1	1	1	1	1	1	1	1	1	13
OG0000531	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000532	1	1	1	1	1	1	1	1	1	1	2	1	13
OG0000533	1	1	1	2	1	1	1	1	1	1	1	1	13
OG0000534	1	2	0	0	1	2	2	1	1	1	1	1	13
OG0000535	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000536	2	1	0	0	1	2	1	1	1	2	1	1	13
OG0000537	1	1	1	1	1	2	2	1	0	1	1	1	13
OG0000538	1	1	2	0	1	1	1	1	1	1	2	1	13
OG0000539	1	1	1	1	1	1	1	1	2	1	1	1	13
OG0000540	1	1	2	1	1	1	1	1	1	1	1	1	13
OG0000541	1	0	0	0	2	1	1	0	1	2	2	3	13
OG0000542	1	1	1	1	1	1	1	1	1	2	1	1	13
OG0000543	1	1	1	1	1	1	2	1	1	1	1	1	13
OG0000544	2	1	1	1	1	1	1	1	1	1	1	1	13
OG0000545	1	2	1	1	1	1	1	1	1	1	1	1	13
OG0000546	1	1	1	1	1	1	1	1	1	1	1	2	13
OG0000547	1	1	1	1	1	1	1	1	2	0	1	2	13
OG0000548	1	1	1	0	1	2	2	1	1	1	1	1	13
OG0000549	1	1	1	1	1	1	1	1	1	2	1	1	13
OG0000550	1	1	2	1	1	1	1	1	1	1	1	1	13
OG0000551	0	1	2	1	0	2	1	1	1	2	1	1	13
OG0000552	0	5	4	2	0	0	0	0	0	0	0	2	13
OG0000553	0	3	2	1	0	2	1	1	1	1	1	0	13
OG0000554	0	1	1	1	0	0	0	0	1	0	0	9	13
OG0000555	0	1	1	2	1	2	1	1	1	1	1	1	13
OG0000556	0	3	2	2	0	1	1	1	1	2	0	0	13
OG0000557	0	3	1	2	0	2	4	0	0	0	1	0	13
OG0000558	0	1	1	1	1	2	2	1	1	1	0	2	13
OG0000559	0	2	3	1	0	4	2	1	0	0	0	0	13
OG0000560	0	1	2	1	1	3	2	0	0	1	1	1	13
OG0000561	0	1	1	1	1	2	2	1	1	1	2	0	13
OG0000562	0	4	1	1	1	1	1	1	1	1	1	0	13
OG0000563	0	1	3	1	0	3	1	2	0	1	1	0	13
OG0000564	0	1	1	1	1	2	1	2	1	1	2	0	13
OG0000565	0	1	1	1	1	2	1	1	1	1	3	0	13
OG0000566	0	1	1	1	0	1	1	2	1	2	2	1	13
OG0000567	0	1	1	2	0	2	2	0	1	1	3	0	13
OG0000568	0	2	2	2	1	1	1	1	1	1	1	0	13
OG0000569	0	1	1	1	1	1	1	2	1	2	1	1	13
OG0000570	0	1	1	1	1	1	1	3	1	1	1	1	13
OG0000571	0	1	1	1	1	2	2	1	1	1	1	1	13
OG0000572	0	0	1	1	0	2	2	1	1	1	0	4	13
OG0000573	0	0	0	0	1	1	1	0	5	3	1	1	13
OG0000574	0	0	0	0	0	0	0	0	0	0	0	13	13
OG0000575	1	2	1	1	1	1	1	1	1	1	1	0	12
OG0000576	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000577	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000578	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000579	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000580	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000581	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000582	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000583	1	1	1	1	0	1	1	1	1	1	1	2	12
OG0000584	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000585	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000586	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000587	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000588	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000589	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000590	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000591	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000592	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000593	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000594	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000595	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000596	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000597	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000598	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000599	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000600	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000601	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000602	1	1	1	1	0	0	1	0	1	1	1	4	12
OG0000603	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000604	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000605	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000606	1	1	1	1	1	1	1	2	0	1	1	1	12
OG0000607	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000608	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000609	2	1	2	1	1	0	1	1	1	1	0	1	12
OG0000610	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000611	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000612	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000613	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000614	1	1	1	0	1	3	2	1	0	0	1	1	12
OG0000615	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000616	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000617	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000618	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000619	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000620	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000621	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000622	1	1	1	1	1	2	1	1	1	1	1	0	12
OG0000623	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000624	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000625	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000626	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000627	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000628	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000629	1	1	2	0	2	1	1	1	1	1	1	0	12
OG0000630	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000631	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000632	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000633	1	1	1	3	1	1	1	0	1	1	1	0	12
OG0000634	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000635	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000636	1	0	0	1	1	2	1	2	0	0	3	1	12
OG0000637	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000638	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000639	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000640	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000641	1	1	1	1	1	2	1	1	1	1	0	1	12
OG0000642	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000643	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000644	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000645	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000646	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000647	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000648	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000649	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000650	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000651	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000652	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000653	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000654	1	1	1	2	1	1	1	1	1	1	1	0	12
OG0000655	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000656	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000657	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000658	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000659	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000660	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000661	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000662	1	1	2	1	1	1	1	1	1	1	0	1	12
OG0000663	2	1	1	0	1	1	1	1	1	1	1	1	12
OG0000664	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000665	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000666	1	2	1	0	1	0	1	1	1	2	1	1	12
OG0000667	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000668	3	1	1	1	0	4	0	0	0	0	1	1	12
OG0000669	2	1	2	1	1	1	1	0	1	0	0	2	12
OG0000670	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000671	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000672	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000673	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000674	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000675	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000676	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000677	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000678	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000679	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000680	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000681	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000682	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000683	3	1	1	1	0	1	1	1	1	1	0	1	12
OG0000684	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000685	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000686	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000687	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000688	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000689	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000690	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000691	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000692	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000693	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000694	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000695	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000696	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000697	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000698	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000699	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000700	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000701	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000702	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000703	1	1	2	0	1	2	2	0	0	0	2	1	12
OG0000704	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000705	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000706	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000707	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000708	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000709	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000710	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000711	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000712	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000713	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000714	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000715	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000716	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000717	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000718	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000719	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000720	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000721	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000722	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000723	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000724	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000725	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000726	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000727	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000728	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000729	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000730	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000731	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000732	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000733	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000734	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000735	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000736	1	1	1	1	1	3	1	0	1	1	1	0	12
OG0000737	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000738	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000739	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000740	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000741	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000742	2	1	1	1	1	1	1	1	1	1	0	1	12
OG0000743	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000744	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000745	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000746	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000747	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000748	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000749	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000750	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000751	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000752	1	1	1	1	1	1	2	0	1	1	1	1	12
OG0000753	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000754	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000755	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000756	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000757	1	1	1	1	1	2	2	0	1	1	1	0	12
OG0000758	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000759	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000760	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000761	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000762	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000763	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000764	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000765	1	0	1	1	1	1	1	2	1	1	2	0	12
OG0000766	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000767	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000768	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000769	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000770	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000771	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000772	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000773	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000774	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000775	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000776	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000777	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000778	2	1	1	1	0	1	1	1	1	1	2	0	12
OG0000779	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000780	1	1	1	1	1	1	1	0	1	1	1	2	12
OG0000781	1	1	1	1	1	1	1	2	0	0	2	1	12
OG0000782	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000783	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000784	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000785	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000786	2	0	0	2	0	1	1	2	0	0	3	1	12
OG0000787	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000788	1	1	2	0	1	1	1	1	1	1	1	1	12
OG0000789	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000790	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000791	1	2	1	1	1	1	1	1	1	0	1	1	12
OG0000792	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000793	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000794	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000795	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000796	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000797	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000798	1	1	1	1	1	1	1	0	1	1	2	1	12
OG0000799	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000800	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000801	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000802	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000803	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000804	1	1	1	2	1	1	1	1	1	1	1	0	12
OG0000805	1	3	1	1	1	2	1	0	0	0	1	1	12
OG0000806	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000807	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000808	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000809	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000810	1	1	1	1	1	2	2	1	0	0	1	1	12
OG0000811	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000812	1	0	1	1	1	2	2	1	1	0	2	0	12
OG0000813	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000814	1	0	1	2	1	2	1	0	1	3	0	0	12
OG0000815	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000816	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000817	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000818	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000819	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000820	1	1	2	2	1	1	1	0	1	0	1	1	12
OG0000821	1	0	1	1	0	2	3	0	2	1	1	0	12
OG0000822	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000823	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000824	1	1	2	0	1	1	1	1	1	1	1	1	12
OG0000825	1	1	1	1	1	1	1	1	1	1	1	1	12
OG0000826	1	1	1	1	1	1	1	1	1	0	0	3	12
